index	iid	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group Label	Version ID	Master ID	Publication	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990Â¬Â±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, ""QUESTIONABLE"" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.03, ""QUESTIONABLE"" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date BP	Date BP (SE)	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	No. Libraries	SNPs	Mean length of shotgun sequences (merged data)	Family ID and position within family	Y haplogroup	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	LibraryID(s)	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Steppe	WHG	Farmer	Steppe(SE)	WHG(SE)	Farmer(SE)
2290	Gokhem2	0.0044	0.0588	0.0006	0.0284	0.0046	0.0024	0.003	0.0008	0.0018	-0.0013	Sweden_TRB_MN.SG	Gokhem2.SG	Gokhem2	SkoglundScience2014		Gökhem, Västergötland	Sweden	58.174	13.408	Shotgun	1.549		F	ds.minus	PASS		Gokhem2	bone (long bone)	2014	Direct: IntCal20	4928	46	3086-2907 calBCE (4368±27 BP, UBA-14087)	..	Sweden_TRB_MN.SG	..	739044	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	91.9	H1c	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.01	0.002	None	[0,0]	..	Literature	0.038747	0.228885	0.732368	0.006892	0.01389	0.013081
2291	Gokhem4	0.0115	0.0411	-0.0011	0.0007	-0.0002	0.0068	0.0016	-0.0099	0.0103	-0.0235	Sweden_TRB_MN.SG	Gokhem4.SG	Gokhem4	SkoglundScience2014		Gökhem, Västergötland	Sweden	58.174	13.408	Shotgun	0.036		M	ds.minus	PASS		Gokhem4	bone	2012	Direct: IntCal20	4924	63	3092-2887 calBCE (4341±44 BP, AA-R-10235)	..	Sweden_TRB_MN.SG	..	38289	..	n/a (no relatives detected)	I2a1a2	..	n/a (not published)	6.5	H	..	..	..	..	..	..	..	-0.093	0	Model_Misspecified	[0,0]	..	Literature	0.033505	0.277936	0.688559	0.014881	0.026465	0.025108
2292	Gokhem5	-0.0009	0.0413	-0.0039	0.0115	-0.0136	0.0053	0.001	0.0118	-0.0025	-0.0193	Sweden_TRB_MN.SG	Gokhem5.SG	Gokhem5	SkoglundScience2014		Gökhem, Västergötland	Sweden	58.174	13.408	Shotgun	0.02		F	ds.minus	PASS		Gokhem5	bone (cranial)	2014	Direct: IntCal20	5084	112	3331-2930 calBCE (4440±30 BP, Beta-368294)	..	Sweden_TRB_MN.SG	..	22799	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	26.2	K1e	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.112	0.042	None	[0.03,0.194]	..	Literature	0.030008	0.238181	0.731811	0.023837	0.031802	0.027733
2293	Ire8	0.0345	0.047	0.0744	0.0401	0.0221	0.0275	0.0068	0.0127	0.0214	-0.0238	Sweden_PWC_o.SG	Ire8.SG	Ire8	SkoglundScience2014		Gotland, Stora Karlsö	Sweden	57.833	18.6	Shotgun	0.042		M	ds.minus	PASS		Ire8	..	2012	Context: Archaeological - Period	4575	274	3100-2150 BCE	..	Sweden_PWC_o.SG	..	47376	..	n/a (no relatives detected)	I2a1a2	..	..	43.2	U4d	..	..	..	..	..	..	..	-0.031	0.023	Model_Misspecified	[0,0.014]	..	Literature	0.11076	0.779247	0.109993	0.016554	0.021985	0.021421
2294	RISE61	0.0173	0.0077	0.0268	0.0192	0.0057	-0.0099	-0.0057	0.0038	0.0048	0.0057	Denmark_MN_B.SG	RISE61.SG	RISE61	AllentoftNature2015		Kyndelöse	Denmark	55.703	11.855	Shotgun	0.318		M	ds.minus	PASS		PMD 17, V, N chamber lower layer	tooth	2015	Direct: IntCal20	4569	89	2848-2492 calBCE (4071±27 BP, OxA-28296)	..	Denmark_MN_B.SG	1	283860	..	n/a (no relatives detected)	R1a1a1	..	..	..	J1c4	..	..	..	..	..	..	..	0.035	0.008	None	[0.019,0.051]	RISE61	Literature	0.29368	0.323289	0.383031	0.01522	0.016776	0.017947
2295	RISE71	0.0171	0.007	0.0155	0.0168	0	-0.0072	-0.0051	-0.0004	0.0041	0.0014	Denmark_LN.SG	RISE71.SG	RISE71	AllentoftNature2015		Falshöj	Denmark	56.676	10.034	Shotgun	0.26		F	ds.minus	PASS		PMD 57, I	tooth	2015	Direct: IntCal20	4040	48	2197-1983 calBCE (3701±26 BP, OxA-28269)	..	Denmark_LN.SG	1	198374	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	H3b	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.044	0.012	None	[0.02,0.068]	RISE71	Literature	0.275179	0.309742	0.415079	0.016159	0.017412	0.016243
2296	RISE94	0.0208	-0.0057	0.0153	0.0101	0.0005	-0.0009	0.0021	-0.0034	-0.0009	0.002	Sweden_BattleAxe.SG	RISE94.SG	RISE94	AllentoftNature2015		Viby	Sweden	56.025	14.233	Shotgun	0.927		M	ds.minus	PASS		grave 26:I	tooth	2015	Direct: IntCal20	4487	48	2623-2468 calBCE (4025±30 BP, OxA-29033)	..	Sweden_BattleAxe.SG	1	598273	..	n/a (no relatives detected)	R1a1a1	..	..	..	K1a2a	..	..	..	..	..	..	..	0.029	0.005	None	[0.019,0.039]	RISE94	Literature	0.312614	0.300546	0.38684	0.012109	0.015457	0.016162
2297	RISE98	0.0262	0.0058	0.0219	0.006	0.0018	-0.0008	0.004	-0.0005	0.0012	0.0003	Sweden_LN.SG	RISE98.SG	RISE98	AllentoftNature2015		L Beddinge 56	Sweden	55.381	13.445	Shotgun	6.125		M	ds.minus	PASS		grave 49, S skeleton	tooth	2015	Direct: IntCal20	4082	62	2278-2032 calBCE (3736±32 BP, OxA-28987)	..	Sweden_LN.SG	1	1064729	..	n/a (no relatives detected)	R1b1a1b1a1a	..	..	..	K1b1a1	..	..	..	..	..	..	..	0.006	0.003	None	[0,0.012]	RISE98	Literature	0.256774	0.336403	0.406824	0.014097	0.015613	0.017616
2298	RISE145	0.0167	0.0055	0.0113	0.0062	0.0162	0.0098	-0.0115	0.0026	0.0131	0.0076	Poland_EBA_Unetice.SG	RISE145.SG	RISE145	AllentoftNature2015		Polwica	Poland	50.913	17.177	Shotgun	0.024		F	ds.minus	PASS		grave 1603	tooth	2015	Direct: IntCal20	4015	56	2191-1956 calBCE (3677±31 BP, UB-16564)	..	Poland_EBA_Unetice.SG	1	27063	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	H6a1b	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.073	0.014	Model_Misspecified	[0.046,0.1]	RISE145	Literature	0.28585	0.283649	0.430502	0.02497	0.026956	0.031235
2299	RISE240	0.0271	-0.043	0.0268	0.0051	0.0057	-0.0074	-0.0005	-0.0014	0.004	-0.001	Russia_Kalmykia_EBA_Yamnaya.SG	RISE240.SG	RISE240	AllentoftNature2015		Sukhaya Termista I	Russia	46.58	43.678	Shotgun	0.201		F	ds.minus	PASS		kurgan 1, grave 11	tooth	2015	Direct: IntCal20	4705	71	2879-2631 calBCE (4160±30 BP, GrA-45038)	..	Russia_Kalmykia_EBA_Yamnaya.SG	1	206405	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	U5a1d1	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.001	0.021	None	[0,0.042]	RISE240	Literature	0.509892	0.29818	0.191928	0.01475	0.016891	0.015332
2300	RISE386	0.0174	-0.0025	0.0245	0.0177	0.0042	-0.0016	-0.0005	0.0038	0.008	-0.0034	Russia_MLBA_Sintashta.SG	RISE386.SG	RISE386	AllentoftNature2015		Bulanovo	Russia	52.453	55.16	Shotgun	0.415		M	ds.minus	PASS		burial 4	tooth	2015	Direct: IntCal20	4147	66	2335-2041 calBCE (3775±34 BP, OxA-30991)	..	Russia_MLBA_Sintashta.SG	1	303319	..	n/a (no relatives detected)	R1a1a1	..	..	..	J1c1b1a	..	..	..	..	..	..	..	0.04	0.013	None	[0.015,0.065]	RISE386	Literature	0.338017	0.293709	0.368274	0.01214	0.014006	0.014812
2301	RISE431	0.0191	0.0085	0.0194	0.012	0.0071	-0.0027	-0.0001	-0.0177	-0.0107	-0.004	Poland_CordedWare_ProtoUnetice.SG	RISE431.SG	RISE431	AllentoftNature2015		Leki Male	Poland	52.143	16.538	Shotgun	0.111		M	ds.minus	PASS		Barrow 4, skeleton 2	tooth	2015	Direct: IntCal20	4125	59	2286-2044 calBCE (3762±27 BP, OxA-27967)	..	Poland_CordedWare_ProtoUnetice.SG	1	120436	..	n/a (no relatives detected)	R1a1a1	..	..	..	T2e	..	..	..	..	..	..	..	0.147	0.017	None	[0.114,0.18]	RISE431	Literature	0.287219	0.297114	0.415667	0.015745	0.018043	0.018875
2302	RISE434	0.0276	-0.0118	0.0309	0.0247	-0.0104	-0.0017	0.0089	-0.0318	-0.0064	-0.0023	Germany_CordedWare.SG	RISE434.SG	RISE434	AllentoftNature2015		Tiefbrunn	Germany	48.932	12.259	Shotgun	0.1		M	ds.minus	PASS		43891	tooth	2015	Direct: IntCal20	4703	73	2880-2629 calBCE (4161±34 BP, UBA-27946)	..	Germany_CordedWare.SG	1	107949	..	n/a (no relatives detected)	R1a1a1b2a2b1a	..	..	..	U4	..	..	..	..	..	..	..	0.003	0.021	None	[0,0.044]	RISE434	Literature	0.431546	0.321666	0.246788	0.01632	0.016564	0.018562
2303	RISE435	0.0164	-0.0096	0.0297	0.0321	-0.0146	-0.005	-0.0116	0.0033	-0.0101	-0.0117	Germany_CordedWare_o1.SG	RISE435.SG	RISE435	AllentoftNature2015		Tiefbrunn	Germany	48.932	12.259	Shotgun	0.043		F	ds.minus	PASS		43892	tooth	2015	Direct: IntCal20	4627	97	2865-2497 calBCE (4094±33 BP, UBA-27947)	..	Germany_CordedWare_o1.SG	1	48971	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	J1b1a1	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.031	0.032	None	[0,0.094]	RISE435	Literature	0.418397	0.325314	0.25629	0.018398	0.021489	0.023345
2304	RISE436	0.0177	-0.0004	0.0204	0.0293	-0.0192	0.0011	-0.0026	-0.0042	0.004	-0.0063	Germany_CordedWare_o1.SG	RISE436.SG	RISE436	AllentoftNature2015		Tiefbrunn	Germany	48.932	12.259	Shotgun	0.076		M	ds.minus	PASS		43893	tooth	2015	Direct: IntCal20	4671	86	2869-2579 calBCE (4124±31 BP, UBA-27948)	..	Germany_CordedWare_o1.SG	1	61202	..	n/a (no relatives detected)	R1b	..	..	..	U5b1c2	..	..	..	..	..	..	..	-0.017	0.016	Very_High_Contamination	[0,0.014]	RISE436	Literature	0.338247	0.262783	0.39897	0.016319	0.019341	0.019133
2305	RISE446	0.0255	-0.0149	0.0223	0.0017	0.0062	0.0012	-0.0011	0.0024	-0.0022	-0.009	Germany_CordedWare.SG	RISE446.SG	RISE446	AllentoftNature2015		Bergrheinfeld	Germany	50.009	10.18	Shotgun	0.172		M	ds.minus	PASS		burial 13 male	tooth	2015	Direct: IntCal20	4486	58	2662-2460 calBCE (4015±38 BP, UBA-27950)	..	Germany_CordedWare.SG	1	181967	..	n/a (no relatives detected)	R1a1a1a~	..	..	..	U5b1c2	..	..	..	..	..	..	..	0.023	0.016	None	[0,0.054]	RISE446	Literature	0.360969	0.338303	0.300728	0.013918	0.015407	0.015386
2306	RISE487	0.0036	0.0547	-0.0221	0.0143	0.0033	0.0006	0.0052	0.0054	0.0024	-0.0107	Italy_North_Remedello_C.SG	RISE487.SG	RISE487	AllentoftNature2015		Lombardy, Remedello di Sotto	Italy	45.26	10.379	Shotgun	0.223		M	ds.minus	PASS		T56	tooth	2015	Direct: IntCal20	5207	94	3485-3103 calBCE (4557±28 BP, OxA-X-2621)	..	Italy_North_Remedello_C.SG	1	230658	..	n/a (no relatives detected)	I2a1a1a1~	..	..	..	H2a	..	..	..	..	..	..	..	0.131	0.013	None	[0.106,0.156]	RISE487	Literature	0.053027	0.112352	0.834621	0.009081	0.013466	0.01327
2307	RISE510	0.0246	-0.0415	0.0368	0.01	0.0005	0.0001	-0.0007	0.0038	0.0045	0.0013	Russia_Afanasievo.SG	RISE510.SG	RISE510	AllentoftNature2015		Bateni	Russia	54.35661	90.919186	Shotgun	0.236		F	ds.minus	PASS		6136-9	tooth	2015	Direct: IntCal20	4531	92	2848-2465 calBCE (4040±45 BP, OxA-31222)	..	Russia_Afanasievo.SG	1	239882	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	J2a2a	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.022	0.007	None	[0.008,0.036]	RISE510	Literature	0.99998	0.00001	0.00001	0	0	0
2308	RISE546	0.0263	-0.045	0.0296	0.0082	0.0051	-0.0009	0.0029	0.0046	0.0033	0.0001	Russia_Kalmykia_EBA_Yamnaya.SG	RISE546.SG	RISE546	AllentoftNature2015		Temrta IV	Russia	46.539	43.699	Shotgun	0.151		M	ds.minus	PASS		Kurgan 1, grave 13	tooth	2015	Context: Archaeological - Period	4850	231	3300-2500 BCE	..	Russia_Kalmykia_EBA_Yamnaya.SG	1	162553	..	n/a (no relatives detected)	R1b1a1b	..	..	..	U5a1d2b	..	..	..	..	..	..	..	-0.061	0.024	Model_Misspecified	[0,0]	RISE546	Literature	0.531305	0.315504	0.153191	0.016064	0.015407	0.016757
2309	RISE548	0.0267	-0.0407	0.0335	0.0107	0.0041	0.0029	-0.0001	0.0018	-0.0051	0.0005	Russia_Kalmykia_EBA_Yamnaya.SG	RISE548.SG	RISE548	AllentoftNature2015		Temrta IV	Russia	46.539	43.699	Shotgun	1.089		M	ds.minus	PASS		Kurgan 1, grave 6	tooth	2015	Context: Archaeological - Period	4850	231	3300-2500 BCE	..	Russia_Kalmykia_EBA_Yamnaya.SG	1	706143	..	n/a (no relatives detected)	R1b1a1b1b	..	..	..	U4	..	..	..	..	..	..	..	0.005	0.005	None	[0,0.015]	RISE548	Literature	0.51691	0.304253	0.178837	0.011773	0.012984	0.012546
2310	RISE550	0.0239	-0.0367	0.0317	0.0154	0.0033	-0.0045	0.0007	0.0027	0.001	-0.0029	Russia_Kalmykia_EBA_Yamnaya.SG	RISE550.SG	RISE550	AllentoftNature2015		Peshany V	Russia	46.556	43.676	Shotgun	0.521		M	ds.minus	PASS		Kurgan 1, grave 3	tooth	2015	Direct: IntCal20	4916	164	3335-2634 calBCE (4312±94 BP, IGAN-2880)	..	Russia_Kalmykia_EBA_Yamnaya.SG	1	460729	..	n/a (no relatives detected)	R1b1a1b1a	..	..	..	U5a1i	..	..	..	..	..	..	..	0.006	0.011	None	[0,0.028]	RISE550	Literature	0.490631	0.312678	0.196691	0.013123	0.014634	0.014581
2311	RISE552	0.021	-0.041	0.0354	0.0141	-0.0027	-0.0033	-0.0009	0.0021	-0.0025	-0.0019	Russia_Kalmykia_EBA_Yamnaya.SG	RISE552.SG	RISE552	AllentoftNature2015		Ulan V	Russia	46.615	43.334	Shotgun	2.839		M	ds.minus	PASS		Kurgan 4, grave 8	tooth	2015	Direct: IntCal20	4382	144	2846-2144 calBCE (3940±90 BP, IGAN-4079)	..	Russia_Kalmykia_EBA_Yamnaya.SG	1	927366	..	n/a (no relatives detected)	I2a1b1a2a2a2	..	..	..	T2a1a	..	..	..	..	..	..	..	0.03	0.003	None	[0.024,0.036]	RISE552	Literature	0.529662	0.278257	0.192081	0.012086	0.014014	0.012611
2312	RISE555	0.019	-0.0358	0.0315	0.0185	0.0028	0.0103	0.0028	0.008	-0.0065	0.005	Russia_EBA_o1.SG	RISE555.SG	RISE555	AllentoftNature2015		Stalingrad Quarry	Russia	48.716	44.5	Shotgun	0.218		M	ds.minus	PASS		CGG_2_011887	tooth	2015	Direct: IntCal20	4598	94	2853-2495 calBCE (4082±28 BP, AA-R-20358)	..	Russia_EBA_o1.SG	1	223206	..	n/a (no relatives detected)	R1b1a1b1b3	..	..	..	N1a1a-T152C	..	..	..	..	..	..	..	0.016	0.015	None	[0,0.045]	RISE555	Literature	0.485975	0.310102	0.203923	0.012649	0.015216	0.014065
2313	I1206	-0.0082	-0.1227	0.1145	0.0441	0.012	0.0066	-0.0055	-0.0007	-0.0039	-0.0111	Russia_MN_Boisman	I1206	I1206	WangNature2021		Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	1240K	0.584		F	ds.half	PASS		Popov59, Cemetery 1, Burial 1	tooth	2021	Direct: IntCal20	6954	108	5211-4803 calBCE (6080±70 BP, TERRA-b06129705)	..	Russia_MN_Boisman	1	444945	..	Russia, Primorsky Krai, Boisman-2 Family B (2 members) I1206-I1192 have a first deg relation	n/a (female)	n/a (female)	n/a (female)	245	R	[0.984,0.994]	0.062	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.019	0.007	None	[0.005,0.033]	S1206.E1.L1	..	0.99998	0.00001	0.00001	0	0	0
2314	I1271	0.0153	0.0629	-0.0204	-0.0035	0.002	0.0007	0.0027	0	0.0012	0.0071	Spain_C	I1271	I1271	MathiesonNature2015		Burgos, Atapuerca, El Mirador Cave	Spain	42.33333333	-3.5	1240K	0.241		F	ds.half	PASS		MIR1	tooth	2015	Context: Layer dates of 2568-2346 calBCE (3950±30 BP, Beta-416457), 2857-2492 calBCE (4080±30 BP, Beta-416456), 2867-2573 calBCE (4110±30 BP, Beta-416458), 2900-2675 calBCE (4210±30 BP, Beta-416455)) on individuals from same site calibrated by IntCal20	4550	173	2900-2300 BCE	..	Spain_C	1	231261	..	Spain, Burgos, Atapuerca, El Mirador Cave Family A (3 members) (I1271 is a 2nd or 3rd degree relative of I1274 and I1277; I1274-I1277 are 1st degree relatives)	n/a (female)	n/a (female)	n/a (female)	180	K1a+195	[0.995,0.999]	0.1	0.009	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.004	0.028	None	[0,0.059]	S1271.E1.L1	..	0.00001	0.227255	0.772735	0.000441	0.013891	0.013896
2315	I1303	0.0161	0.0569	-0.0265	-0.0013	0.0031	-0.001	0.0057	0.0001	0.0036	0.0014	Spain_C	I1303	I1303	MathiesonNature2015		Burgos, Atapuerca, El Mirador Cave	Spain	42.33333333	-3.5	1240K	0.733		M	ds.half	PASS		MIR25	tooth	2015	Context: Layer dates of 2568-2346 calBCE (3950±30 BP, Beta-416457), 2857-2492 calBCE (4080±30 BP, Beta-416456), 2867-2573 calBCE (4110±30 BP, Beta-416458), 2900-2675 calBCE (4210±30 BP, Beta-416455)) on individuals from same site calibrated by IntCal20	4550	173	2900-2300 BCE	..	Spain_C	1	449695	..	n/a (no relatives detected)	I2a1a1a1a1	..	I2a1a1	234	U3a1	[0.997,1.000]	0.077	0.438	662	0.004552	1.333241561	[0,0.011]	0.007	0.015	None	[0,0.036]	S1303.E1.L1	..	0.00001	0.220266	0.779724	0	0.012325	0.012325
2316	I1549	0.0269	0.0027	0.0101	0.0029	-0.0028	-0.0029	0.0034	0.0004	0.0004	0.006	Germany_BellBeaker	I1549	I1549	MathiesonNature2015		Benzingerode-Heimburg	Germany	51.82	10.91	1240K	2.357		F	ds.half	PASS		BZH15	tooth	2015	Context: Archaeological - Period	4225	130	2500-2050 BCE	..	Germany_BellBeaker	1	779877	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	163	W1c1	[0.947,0.960]	0.144	0.008	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.005	0.008	None	[0,0.011]	S1549.L1	mtcontam=[0.947,0.96]	0.27056	0.315348	0.414092	0.014497	0.015166	0.017373
2317	I0407	0.0126	0.0555	-0.0285	0.0005	-0.0055	0.0031	0.0047	0.0008	-0.0037	-0.0027	Spain_MLN	I0407	I0407	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)		La Mina	Spain	41.2522	-2.32622	1240K	1.363		F	ds.plus	PASS		Mina6	tooth	2015	Context: Archaeological - Period	5700	87	3900-3600 BCE	..	Spain_MLN	1	551898	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	363.222765	K1b1a1	[0.995,1]	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.01	0.01	None	[0,0.03]	S0488.L1	..	0.00001	0.183943	0.816047	0.002938	0.013887	0.014143
2318	I0025	-0.0097	0.0497	-0.0263	0.0072	0.0024	0.004	0.0013	0.0021	-0.0054	-0.0016	Germany_EN_LBK	I0025	I0025	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)		Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	48.78	9.18	1240K	2.655		F	ds.half	PASS		LBK1992	tooth (molar)	2015	Context: Archaeological - Period	7125	188	5500-4850 BCE	..	Germany_EN_LBK	1	836289	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	661.453618	T2b	[0.965,0.992]	0.155	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.003	0.003	None	[0,0.009]	S0025.L2	..	0.033665	0.046508	0.919827	0.006937	0.012773	0.01294
2319	I0443	0.0276	-0.0407	0.0268	-0.0024	0.0036	-0.0042	-0.0001	0.0032	-0.0007	-0.0007	Russia_Samara_EBA_Yamnaya	I0443	I0443	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)		Samara Oblast, Volga River Valley, Sok River, Lopatino II	Russia	53.63968889	50.66431389	1240K	5.317		M	ds.half,ds.half	PASS		Kurgan 3, Grave 1, SVP 57 Lopatino II, K3/gr1	bone (long bone)	2015	Context: Archaeological - Period	4850	231	3300-2500 BCE	..	Russia_Samara_EBA_Yamnaya	2	975457	..	Samara Oblast, Volga River Valley, Lopatino Kurgan Family A (2 members) (son-father: I25023/I0443-I25026)	R1b1a1b1	..	..	474.630756	W3a1a	[0.969,0.988]	..	..	..	..	..	..	-0.003	0.007	None	[0,0.011]	S0443.E1.L1,S0443.E2.L1	Xcontam=0.003	0.99998	0.00001	0.00001	0	0	0
2320	I0726	-0.0128	0.0428	-0.0373	-0.0019	-0.001	0.0035	0.0061	-0.0033	-0.0058	-0.0076	Turkey_N	I0726	I0726	MathiesonNature2015		Menteşe	Turkey	40.26	29.65	1240K	0.221		F	ds.half,ds.half,ds.half	PASS		M15, M15.2, M15.2 / UF	tooth (incisor)	2015	Context: Archaeological - Period	7950	231	6400-5600 BCE	..	Turkey_N	3	228316	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	62.984006	H	[0.984,0.998]	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.034	0.018	None	[0,0.069]	S0726.E1.L1,S0743.E1.L1,S1107.E1.L1	..	0.00001	0.00001	0.99998	0	0	0
2321	I0103	0.0291	-0.0168	0.0187	0.0031	-0.0006	-0.0012	-0.0012	0.0024	0.002	0.0046	Germany_CordedWare	I0103	I0103	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)		Esperstedt	Germany	51.42	11.68	1240K	17.528		F	ds.plus,ds.half,ds.half	PASS		ESP16	tooth	2015	Direct: IntCal20	4472	39	2617-2461 calBCE (4000±31 BP, MAMS-21488)	..	Germany_CordedWare	3	1048763	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	724.882612	W6	[0.945,0.971]	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0	0.005	None	[0,0.01]	S0103.L1,S0660.L1,S0661.L1	mtcontam=[0.945,0.971]	0.35456	0.325715	0.319725	0.01531	0.013631	0.014991
2322	I0172	0.0073	0.0491	-0.0251	0.0037	-0.0011	0.0011	0.0036	-0.0041	0.0031	0.0007	Germany_MN_Esperstedt	I0172	I0172	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)		Esperstedt	Germany	51.42	11.68	1240K	25.372		M	ds.plus,ds.half,ds.half	PASS		ESP24	tooth	2015	Direct: IntCal20	5155	94	3363-3029 calBCE (4502±48 BP, Erl-8699)	..	Germany_MN_Esperstedt	3	1009184	..	n/a (no relatives detected)	I2a1a2	..	..	1182.455489	T2b	[0.975,0.992]	..	..	..	..	..	..	0.001	0.005	None	[0,0.011]	S0271.L1,S0662.L1,S0663.L1	Xcontam=0.007	0.003267	0.14922	0.847513	0.005553	0.014981	0.014297
